player_id,first_name,second_name,web_name,player_position,team_id,team_name,form,points_per_game,starts,minutes,goals_scored,assists,yellow_cards,red_cards,penalties_missed,own_goals,goals_conceded,saves,clean_sheets,penalties_saved,goals_per_90,assists_per_90,goals_conceded_per_90,saves_per_90,clean_sheets_per_90,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,ict_index,influence,creativity,threat,form_rank,form_rank_type,ict_index_rank,ict_index_rank_type,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,points_per_game_rank,points_per_game_rank_type,total_points
669,Harvey,Davies,Davies,Goalkeeper,12,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,50,506,58,504,58,484,37,445,28,509,58,0
688,Treymaurice,Nyoni,Nyoni,Midfielder,12,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,255,640,283,638,281,635,285,616,277,643,285,0
340,Manuel,Akanji,Akanji,Defender,13,Man City,-0.2,2,11,961,0,0,3,0,0,0,15,0,2,0,0,0,1.4,0,0.19,0.21,0.88,1.09,15.06,0.02,0.08,0.1,1.41,38.9,180.4,171.3,36,690,229,139,34,143,59,82,18,242,71,238,74,22
341,Nathan,Aké,Aké,Defender,13,Man City,0.2,0.8,2,209,0,0,0,0,0,0,6,0,0,0,0,0,2.58,0,0,0.11,0.06,0.17,6.94,0.05,0.03,0.08,2.99,5.6,35,10.3,11,364,119,367,120,344,121,354,115,324,105,449,148,3
342,Bernardo,Veiga de Carvalho e Silva,Bernardo,Midfielder,13,Man City,1,2.8,11,1014,0,3,3,0,0,0,18,0,2,0,0,0.266272189,1.6,0,0.18,1.54,2.17,3.71,16.8,0.14,0.19,0.33,1.49,89.3,187,397.3,310,230,120,15,12,131,47,8,7,24,12,144,63,36
343,Oscar,Bobb,Bobb,Midfielder,13,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,263,646,288,645,287,641,290,624,282,649,290,0
344,Scott,Carson,Carson,Goalkeeper,13,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,26,466,35,464,35,442,12,401,3,470,35,0
345,Kevin,De Bruyne,De Bruyne,Midfielder,13,Man City,0.5,2.9,4,399,1,1,2,0,0,0,6,0,1,0,0.22556391,0.22556391,1.35,0,0.23,1.68,2.33,4.01,4.97,0.38,0.53,0.91,1.12,50.1,112.8,278.7,111,305,159,91,55,220,92,32,26,117,73,134,58,20
346,Jérémy,Doku,Doku,Midfielder,13,Man City,0.2,2.6,5,436,1,1,0,0,0,0,7,0,1,0,0.206422018,0.206422018,1.44,0,0.21,0.48,1.08,1.56,5.09,0.1,0.22,0.32,1.05,44.7,123.2,165.3,158,374,185,115,67,211,86,87,66,85,51,170,74,23
347,Ederson,Santana de Moraes,Ederson M.,Goalkeeper,13,Man City,0.5,2.8,12,1080,0,1,3,0,0,0,17,28,2,0,0,0.083333333,1.42,2.33,0.17,0,0.01,0.01,15.83,0,0,0,1.32,27.2,263,10,0,300,23,216,14,60,14,360,6,677,71,141,23,33
348,Phil,Foden,Foden,Midfielder,13,Man City,1.2,1.9,6,628,0,1,1,0,0,0,11,0,1,0,0,0.143312102,1.58,0,0.14,1.38,2.83,4.21,13.66,0.2,0.41,0.61,1.96,49.8,73,295.9,128,207,107,94,56,276,126,27,23,100,63,254,118,19
349,Jack,Grealish,Grealish,Midfielder,13,Man City,0.5,1.9,4,370,0,1,2,0,0,0,5,0,0,0,0,0.243243243,1.22,0,0,0.54,1.1,1.64,6.04,0.13,0.27,0.4,1.47,43.2,79,216.6,136,304,158,121,71,268,121,53,43,93,57,253,117,17
350,Joško,Gvardiol,Gvardiol,Defender,13,Man City,0.2,4.2,11,1032,3,0,0,0,0,0,16,0,2,0,0.261627907,0,1.4,0,0.17,0.94,1.78,2.72,14.82,0.08,0.16,0.24,1.29,83.7,335.2,287.6,213,376,123,23,1,21,5,30,5,53,2,45,5,50
351,Erling,Haaland,Haaland,Forward,13,Man City,2.2,6.6,13,1169,12,0,2,0,0,0,19,0,2,0,0.923866553,0,1.46,0,0.15,11.99,0.45,12.44,19.18,0.92,0.03,0.95,1.48,140,462,103.7,832,109,17,3,1,5,1,154,18,1,1,4,1,86
352,Julián,Álvarez,J.Alvarez,Forward,13,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,74,689,74,689,74,689,74,689,74,688,74,0
353,João,Cavaco Cancelo,João Cancelo,Defender,13,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,228,677,229,677,229,675,229,670,229,676,228,0
354,Mateo,Kovačić,Kovačić,Midfielder,13,Man City,0.8,4.1,10,878,3,1,3,0,0,0,13,0,2,0,0.307517084,0.102505695,1.33,0,0.21,0.98,1.27,2.24,13.28,0.1,0.13,0.23,1.36,59.3,245.4,243.7,104,254,131,67,41,71,24,43,34,125,80,46,22,45
355,Rico,Lewis,Lewis,Defender,13,Man City,0.2,2.6,11,923,0,2,2,0,0,0,14,0,2,0,0,0.195016251,1.37,0,0.2,0.84,0.57,1.41,15.31,0.08,0.06,0.14,1.49,34.7,145.8,119.6,82,342,115,164,42,179,71,131,26,147,25,159,45,31
356,Matheus Luiz,Nunes,Matheus N.,Midfielder,13,Man City,0.5,2,4,346,0,2,1,0,0,0,5,0,1,0,0,0.520231214,1.3,0,0.26,0.1,1.26,1.36,7.01,0.03,0.33,0.36,1.82,28.9,82.2,139.7,66,290,148,205,105,263,117,111,82,184,110,232,103,18
357,James,McAtee,McAtee,Midfielder,13,Man City,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,1.8,1.8,0,0.3,0.2,1,2,614,262,454,221,456,220,414,215,385,208,401,193,1
358,Stefan,Ortega Moreno,Ortega Moreno,Goalkeeper,13,Man City,0.5,2,1,90,0,0,0,0,0,0,2,5,0,0,0,0,2,5,0,0,0,0,3.35,0,0,0,3.35,3.5,35.2,0,0,295,22,388,29,343,29,674,70,668,68,233,29,2
360,Rodrigo 'Rodri',Hernandez,Rodrigo,Midfielder,13,Man City,0,1,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0.04,0,0.12,0.12,0.06,2.8,10.8,17.1,0,678,307,399,196,403,194,323,186,684,311,431,215,2
361,Rúben,Gato Alves Dias,Rúben,Defender,13,Man City,0.2,2,9,816,0,0,3,0,0,1,10,0,2,0,0,0,1.1,0,0.22,0.64,0.69,1.33,11.42,0.07,0.08,0.15,1.26,34.7,170.6,112.3,63,365,120,165,43,153,62,138,30,191,43,237,73,20
362,John,Stones,Stones,Defender,13,Man City,0,2.9,3,283,2,0,1,0,0,0,5,0,0,0,0.636042403,0,1.59,0,0,0.6,0.12,0.72,3.13,0.19,0.04,0.23,1,18.7,97.6,21,70,661,227,268,89,244,90,314,100,178,39,130,35,20
363,Kyle,Walker,Walker,Defender,13,Man City,0.5,1,7,647,0,0,1,0,0,0,15,0,0,0,0,0,2.09,0,0,0.12,1.26,1.38,14.27,0.02,0.18,0.2,1.99,27.7,111.6,136,29,294,87,212,62,223,83,118,23,257,77,421,139,9
571,Sávio 'Savinho',Moreira de Oliveira,Sávio,Midfielder,13,Man City,1.5,3.2,8,631,0,3,2,0,0,0,9,0,2,0,0,0.427892235,1.28,0,0.29,1.8,2.94,4.74,7.24,0.26,0.42,0.68,1.03,68.3,137.4,313.3,232,174,84,42,28,193,74,21,17,41,26,96,44,32
607,Nico,O'Reilly,O’Reilly,Midfielder,13,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,280,658,296,658,296,652,296,645,293,658,296,0
625,Ilkay,Gündogan,Gündogan,Midfielder,13,Man City,1.5,2,9,770,0,1,0,0,0,0,14,0,1,0,0,0.116883117,1.64,0,0.12,1.36,1.35,2.7,15.33,0.16,0.16,0.32,1.79,52.4,103.8,302.3,119,173,83,82,53,233,99,24,20,107,67,240,108,24
626,Issa,Kaboré,Kaboré,Defender,13,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,220,599,226,597,226,593,226,572,221,603,225,0
671,Jacob,Wright,Wright,Midfielder,13,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,233,613,263,611,261,608,265,588,256,617,265,0
672,Jahmai,Simpson-Pusey,Simpson-Pusey,Defender,13,Man City,0,0,1,90,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0.01,0.01,2.29,0,0.01,0.01,2.29,2,18.2,1.8,0,456,171,414,138,379,133,400,138,469,177,533,193,0
675,Josh,Wilson-Esbrand,Wilson-Esbrand,Defender,13,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,150,501,176,499,176,479,174,440,157,504,173,0
364,Amad,Diallo,Amad,Midfielder,14,Man Utd,6.2,4.2,7,658,1,5,2,0,0,0,5,0,5,0,0.136778116,0.683890578,0.68,0,0.68,0.94,1.23,2.17,10.74,0.13,0.17,0.3,1.47,66.7,227,257.5,182,8,6,45,30,85,30,37,31,64,40,42,20,46
365,Antony Matheus,dos Santos,Antony,Midfielder,14,Man Utd,0,1,0,27,0,0,0,0,0,0,1,0,0,0,0,0,3.33,0,0,0.15,0.05,0.2,0.74,0.5,0.17,0.67,2.47,2.8,7.2,11.3,10,674,304,398,195,420,204,346,196,329,179,427,212,2
366,Bruno,Borges Fernandes,B.Fernandes,Midfielder,14,Man Utd,7,4.7,13,1084,2,6,1,1,0,0,12,0,6,0,0.166051661,0.498154982,1,0,0.5,4.19,2.45,6.64,15.97,0.35,0.2,0.55,1.33,92.5,315.6,395.6,217,5,4,13,10,28,7,9,8,49,32,27,12,61
367,Altay,Bayindir,Bayindir,Goalkeeper,14,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,66,549,69,547,69,535,55,508,48,554,69,0
368,Carlos Henrique,Casimiro,Casemiro,Midfielder,14,Man Utd,1.8,2.4,9,743,1,0,1,0,0,0,11,0,3,0,0.121130552,0,1.33,0,0.36,0.93,1.37,2.3,13.32,0.11,0.17,0.28,1.61,54.5,223.6,203.1,118,134,61,74,46,90,34,62,51,109,68,188,81,29
369,Diogo,Dalot Teixeira,Dalot,Defender,14,Man Utd,2.2,3.6,13,1136,0,1,3,0,0,0,13,0,5,0,0,0.079225352,1.03,0,0.4,0.6,1.05,1.65,19.32,0.05,0.08,0.13,1.53,42.9,219.8,144.9,65,101,28,123,29,97,34,105,21,185,41,71,14,47
370,Christian,Eriksen,Eriksen,Midfielder,14,Man Utd,0.8,1.8,6,505,0,0,2,0,0,0,4,0,3,0,0,0,0.71,0,0.53,0.12,1.08,1.2,8.79,0.02,0.19,0.21,1.57,32.2,75.4,226.3,20,253,130,182,97,273,124,46,37,287,161,266,123,16
371,Jonny,Evans,Evans,Defender,14,Man Utd,0.5,2.3,3,288,0,0,1,0,0,0,2,0,1,0,0,0,0.62,0,0.31,0.08,0.02,0.1,2.62,0.02,0.01,0.03,0.82,6.1,51,4.1,6,272,79,359,117,317,108,384,131,346,116,196,57,14
372,Alejandro,Garnacho,Garnacho,Midfielder,14,Man Utd,2.2,3.3,8,821,3,1,1,0,0,0,12,0,2,0,0.328867235,0.109622412,1.32,0,0.22,3.8,0.55,4.35,14.79,0.42,0.06,0.48,1.62,71.3,190.2,154.7,371,106,49,37,26,126,45,95,71,13,7,84,38,43
373,Hannibal,Mejbri,Hannibal,Midfielder,14,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,215,596,249,594,247,590,251,568,242,600,251,0
374,Tom,Heaton,Heaton,Goalkeeper,14,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,28,468,37,466,37,444,14,403,5,472,37,0
375,Rasmus,Højlund,Højlund,Forward,14,Man Utd,0.8,2.8,5,436,1,1,0,0,0,0,5,0,2,0,0.206422018,0.206422018,1.03,0,0.41,0.93,0.17,1.1,7.91,0.19,0.04,0.23,1.63,19.8,54,74.2,72,265,32,257,30,312,30,191,25,175,32,146,23,22
376,Victor,Lindelöf,Lindelof,Defender,14,Man Utd,0,0.8,0,58,0,0,1,0,0,0,1,0,0,0,0,0,1.55,0,0,0,0.04,0.04,1.38,0,0.06,0.06,2.14,3.6,16,15.5,4,490,195,387,130,390,138,328,104,359,120,439,145,3
377,Harry,Maguire,Maguire,Defender,14,Man Utd,0.2,1.5,3,274,0,0,3,0,0,0,1,0,1,0,0,0,0.33,0,0.33,0.04,0.02,0.06,2.72,0.01,0.01,0.02,0.89,7,45,15,10,350,116,347,112,327,112,330,105,328,109,312,106,9
378,Kobbie,Mainoo,Mainoo,Midfielder,14,Man Utd,0.5,1.9,8,650,0,0,5,0,0,0,6,0,5,0,0,0,0.83,0,0.69,0.16,0.63,0.79,9.1,0.02,0.09,0.11,1.26,17.8,80.2,65.8,30,296,152,274,135,265,119,208,127,252,142,250,114,15
379,Tyrell,Malacia,Malacia,Defender,14,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,209,558,217,556,217,546,216,519,210,563,216,0
380,Lisandro,Martínez,Martinez,Defender,14,Man Utd,2.8,3.1,11,976,0,0,5,0,0,0,12,0,5,0,0,0,1.11,0,0.46,0.81,0.32,1.13,17.35,0.07,0.03,0.1,1.6,32.3,189.8,51.9,81,63,16,181,50,127,50,237,65,151,26,97,22,34
381,Scott,McTominay,McTominay,Midfielder,14,Man Utd,0,1,0,17,0,0,0,0,0,0,1,0,0,0,0,0,5.29,0,0,0.07,0,0.07,0.66,0.37,0,0.37,3.49,0.9,3.2,0.3,5,629,273,440,213,438,211,427,221,356,195,413,201,2
382,Mason,Mount,Mount,Midfielder,14,Man Utd,0.5,1,2,158,0,0,2,0,0,0,3,0,1,0,0,0,1.71,0,0.57,0.39,0.04,0.43,3.46,0.22,0.02,0.24,1.97,11.3,20.6,49.2,42,303,157,316,154,374,176,245,150,230,130,430,214,5
383,André,Onana,Onana,Goalkeeper,14,Man Utd,4.5,4.8,13,1170,0,0,0,0,0,0,13,35,6,1,0,0,1,2.69,0.46,0,0.19,0.19,19.36,0,0.01,0.01,1.49,33,317,13,0,21,2,179,9,25,9,337,1,669,69,21,3,62
384,Facundo,Pellistri Rebollo,Pellistri,Midfielder,14,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,293,671,304,671,304,667,304,662,302,671,304,0
385,Marcus,Rashford,Rashford,Midfielder,14,Man Utd,5.8,4,12,913,4,1,2,0,0,0,8,0,5,0,0.394304491,0.098576123,0.79,0,0.49,1.57,1.29,2.86,13.25,0.15,0.13,0.28,1.31,63.9,226.6,219.1,192,10,7,52,34,87,32,50,40,60,38,54,24,52
387,Luke,Shaw,Shaw,Defender,14,Man Utd,0.5,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.5,0,0.01,0.01,0.66,2,16.6,2.6,0,287,86,418,141,388,137,392,137,634,227,410,138,2
389,Joshua,Zirkzee,Zirkzee,Forward,14,Man Utd,3.8,2.8,5,540,3,1,1,0,0,0,6,0,3,0,0.5,0.166666667,1,0,0.5,2.76,0.43,3.19,8.26,0.46,0.07,0.53,1.38,47.2,158,111.5,203,37,8,105,20,165,18,140,13,55,19,145,22,37
572,Leny,Yoro,Yoro,Defender,14,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,202,553,212,551,212,539,211,513,205,558,211,0
593,Matthijs,de Ligt,De Ligt,Defender,14,Man Utd,2.2,2.9,10,904,1,0,2,0,0,0,12,0,3,0,0.099557522,0,1.19,0,0.3,1.12,0.03,1.15,16.63,0.11,0,0.11,1.66,38.8,206.6,31.4,147,98,27,141,36,108,40,284,84,89,7,129,34,38
594,Noussair,Mazraoui,Mazraoui,Defender,14,Man Utd,2.8,3.2,12,967,0,1,1,0,0,0,11,0,4,0,0,0.093071355,1.02,0,0.37,0.22,0.94,1.16,17.06,0.02,0.09,0.11,1.59,38.5,240.8,93,52,66,18,142,37,73,23,167,39,207,54,88,21,42
613,Toby,Collyer,Collyer,Midfielder,14,Man Utd,0,1,0,45,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.01,0.01,1.03,0,0.02,0.02,2.06,2.9,14.2,12.6,2,561,219,393,192,394,187,338,192,379,203,389,183,1
648,Ethan,Wheatley,Wheatley,Forward,14,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,54,634,56,632,56,629,56,609,54,637,58,0
652,Manuel,Ugarte,Ugarte,Midfielder,14,Man Utd,1.2,1.2,3,335,0,0,2,0,0,0,3,0,1,0,0,0,0.81,0,0.27,0.01,0.05,0.06,5.42,0,0.01,0.01,1.46,9.5,54.8,37.3,6,194,98,330,165,307,145,272,165,354,193,352,173,10
667,Jack,Fletcher,Fletcher,Midfielder,14,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,243,624,273,622,271,619,275,599,266,628,275,0
670,Harry,Amass,Amass,Defender,14,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,173,530,196,528,196,508,194,471,179,535,195,0
673,Jayce,Fitzgerald,Fitzgerald,Midfielder,14,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,247,629,276,627,274,624,278,604,269,632,278,0
390,Alex,Murphy,A.Murphy,Defender,15,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,169,527,193,525,193,505,191,467,175,531,191,0
391,Miguel,Almirón Rejala,Almirón,Midfielder,15,Newcastle,0,1.2,1,102,0,0,0,0,0,0,2,0,0,0,0,0,1.76,0,0,0.36,0.14,0.5,2.07,0.32,0.12,0.44,1.83,5.3,3.8,17.8,32,671,302,368,184,434,209,322,185,247,138,356,174,6
392,Harvey,Barnes,Barnes,Midfielder,15,Newcastle,2.5,4,5,604,4,1,0,0,0,0,9,0,1,0,0.59602649,0.149006623,1.34,0,0.15,1.73,1.41,3.14,10.59,0.26,0.21,0.47,1.58,53.1,200.4,136.4,193,87,42,78,49,115,41,116,85,59,37,53,23,52
393,Sven,Botman,Botman,Defender,15,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,208,557,216,555,216,545,215,518,209,562,215,0
394,Bruno,Guimarães Rodriguez Moura,Bruno G.,Midfielder,15,Newcastle,1.5,2.5,13,1153,0,1,2,0,0,0,14,0,3,0,0,0.078057242,1.09,0,0.23,0.69,1.18,1.87,16.89,0.05,0.09,0.14,1.32,44.6,185.6,199.7,60,172,82,117,68,134,48,64,53,194,115,182,79,32
395,Dan,Burn,Burn,Defender,15,Newcastle,1.2,2.6,12,1080,0,0,5,0,0,1,12,0,3,0,0,0,1,0,0.25,0.57,0.23,0.8,16.32,0.05,0.02,0.07,1.36,32.1,197.2,26.7,96,178,52,183,51,120,46,298,91,130,18,155,42,31
396,Martin,Dúbravka,Dúbravka,Goalkeeper,15,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,57,539,64,537,64,519,45,485,36,544,64,0
398,Anthony,Gordon,Gordon,Midfielder,15,Newcastle,2.2,3.8,12,987,2,2,1,0,1,0,10,0,4,0,0.182370821,0.182370821,0.91,0,0.36,4.13,2.07,6.2,13.59,0.38,0.19,0.57,1.24,85.3,196.4,379.3,276,108,50,19,16,123,43,10,9,33,18,63,28,46
399,Lewis,Hall,Hall,Defender,15,Newcastle,1.2,2.7,10,965,0,1,3,0,0,0,10,0,3,0,0,0.093264249,0.93,0,0.28,0.1,1.65,1.75,12.7,0.01,0.15,0.16,1.18,54,249.4,245.2,43,182,55,75,13,68,21,41,8,226,63,147,38,35
400,Isaac,Hayden,Hayden,Midfielder,15,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,201,575,235,573,233,568,237,546,228,579,237,0
401,Alexander,Isak,Isak,Forward,15,Newcastle,3.5,4.5,11,876,4,2,0,0,0,0,12,0,2,0,0.410958904,0.205479452,1.23,0,0.21,4.98,0.89,5.87,13.53,0.51,0.09,0.6,1.39,70.9,216.2,145.4,354,46,10,38,9,101,13,103,6,18,11,35,12,50
402,Jacob,Murphy,J.Murphy,Midfielder,15,Newcastle,0.2,2,6,515,0,2,1,0,0,0,5,0,1,0,0,0.349514563,0.87,0,0.17,0.31,1.22,1.53,6.41,0.05,0.21,0.26,1.12,26.6,85.6,107.9,72,351,172,219,111,259,114,146,99,174,106,230,102,20
403,Joelinton Cássio,Apolinário de Lira,Joelinton,Midfielder,15,Newcastle,3.5,3.1,13,1084,2,0,4,0,0,0,13,0,3,0,0.166051661,0,1.08,0,0.25,1.68,0.75,2.43,15.99,0.14,0.06,0.2,1.33,61.6,207.4,181,226,44,22,59,38,107,37,72,57,45,29,109,51,40
404,Lloyd,Kelly,Kelly,Defender,15,Newcastle,0,1.2,4,295,0,1,2,0,0,0,6,0,0,0,0,0.305084746,1.83,0,0,0.36,0.11,0.47,5.55,0.11,0.03,0.14,1.69,12,79.6,28.1,14,493,198,312,104,266,97,295,89,307,99,343,111,10
405,Emil,Krafth,Krafth,Defender,15,Newcastle,0,3.3,2,240,0,0,0,0,0,0,2,0,1,0,0,0,0.75,0,0.38,0.04,0.03,0.07,5.07,0.02,0.01,0.03,1.9,6.6,44.2,10.9,11,501,204,350,115,329,114,348,112,320,104,77,17,10
406,Garang,Kuol,Kuol,Midfielder,15,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,248,630,277,628,275,625,279,605,270,633,279,0
407,Jamaal,Lascelles,Lascelles,Defender,15,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,214,573,221,571,221,565,221,540,216,577,220,0
408,Jamal,Lewis,Lewis,Defender,15,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,139,481,166,479,166,458,164,419,147,485,164,0
409,Tino,Livramento,Livramento,Defender,15,Newcastle,1.2,2.3,10,887,0,0,0,0,0,0,11,0,2,0,0,0,1.12,0,0.2,0,0.28,0.28,13.02,0,0.03,0.03,1.32,30.6,180.4,111.9,14,183,56,192,54,142,58,139,31,310,102,197,58,30
410,Sean,Longstaff,Longstaff,Midfielder,15,Newcastle,1.8,1.7,7,580,0,1,2,0,0,0,7,0,2,0,0,0.155172414,1.09,0,0.31,0.53,0.19,0.72,8.27,0.08,0.03,0.11,1.28,18.3,81.8,47,54,133,60,269,133,264,118,252,153,204,117,277,127,20
411,Lewis,Miley,Miley,Midfielder,15,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,295,675,306,675,306,672,306,666,304,674,306,0
412,Odysseas,Vlachodimos,Odysseas,Goalkeeper,15,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,65,545,68,543,68,531,54,500,46,550,68,0
413,Nick,Pope,Pope,Goalkeeper,15,Newcastle,1.5,3.6,13,1170,0,0,1,0,0,0,14,48,3,0,0,0,1.08,3.69,0.23,0,0,0,17.23,0,0,0,1.33,35,351.4,0,0,159,15,162,7,17,6,657,68,651,66,70,9,47
414,John,Ruddy,Ruddy,Goalkeeper,15,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,27,467,36,465,36,443,13,402,4,471,36,0
415,Fabian,Schär,Schär,Defender,15,Newcastle,1.2,2.3,11,927,1,0,4,1,0,0,12,0,2,0,0.097087379,0,1.17,0,0.19,1.01,0.57,1.58,12.17,0.1,0.06,0.16,1.18,30.6,217.4,34.9,58,202,58,194,55,100,36,278,81,197,48,201,59,25
416,Matt,Targett,Targett,Defender,15,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,136,476,163,474,163,453,161,414,144,481,162,0
417,Sandro,Tonali,Tonali,Midfielder,15,Newcastle,1.8,1.5,5,531,0,1,3,0,0,0,6,0,1,0,0,0.169491525,1.02,0,0.17,0.76,0.3,1.06,7.23,0.13,0.05,0.18,1.23,25.1,104.8,72.1,73,143,69,231,116,232,98,195,120,172,105,316,146,17
418,Kieran,Trippier,Trippier,Defender,15,Newcastle,0.2,2.3,3,284,0,0,0,0,0,0,3,0,1,0,0,0,0.95,0,0.32,0.03,0.23,0.26,4.21,0.01,0.07,0.08,1.33,12.2,44.6,66.8,11,370,121,309,102,328,113,206,55,325,106,202,60,14
419,Joe,White,White,Midfielder,15,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,212,593,246,591,244,587,248,565,239,597,248,0
420,Joe,Willock,Willock,Midfielder,15,Newcastle,1.2,1.5,5,441,0,1,2,0,0,0,4,0,2,0,0,0.204081633,0.82,0,0.41,0.51,0.52,1.03,6.29,0.1,0.11,0.21,1.28,28.7,69.4,136.9,80,188,92,207,106,287,132,115,84,155,97,311,142,17
421,Callum,Wilson,Wilson,Forward,15,Newcastle,0.2,0.5,0,37,0,0,1,0,0,0,1,0,0,0,0,0,2.43,0,0,0,0,0,0.43,0,0,0,1.05,0.3,2,1.4,0,377,44,456,47,449,46,407,46,688,73,463,50,1
574,Miodrag,Pivaš,Pivas,Defender,15,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,174,531,197,529,197,509,195,472,180,536,196,0
590,William,Osula,Osula,Forward,15,Newcastle,0.2,1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0.48,0,0,0,4.32,0.3,1,0,2,359,40,455,46,454,47,671,69,389,45,420,43,4
